S.N,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency,Victory Margin,PC Name,EVM Votes Counted,Postal Votes Counted,EVM Votes Polled,Difference,Margin,Difference > Margin,Postalvotes > Margin
6.0,AMRITPAL SINGH CHHANDRAN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),18199.0,42.0,18241.0,1.72,Punjab,Ludhiana - 7,,,,,,,,,
7.0,DAVINDER SINGH RAMGARHIA,Bahujan Samaj Party,10365.0,29.0,10394.0,0.98,Punjab,Ludhiana - 7,,,,,,,,,
8.0,NARESH DHINGAAN,Independent,2524.0,6.0,2530.0,0.24,Punjab,Ludhiana - 7,,,,,,,,,
9.0,RAKESH KUMAR (RICKY),Sunahara Bharat Party,2091.0,0.0,2091.0,0.2,Punjab,Ludhiana - 7,,,,,,,,,
10.0,ER. BALDEV RAJ KATNA (DEBI),Independent,2086.0,0.0,2086.0,0.2,Punjab,Ludhiana - 7,,,,,,,,,
11.0,PRITPAL SINGH,Bahujan Dravida Party,1821.0,3.0,1824.0,0.17,Punjab,Ludhiana - 7,,,,,,,,,
12.0,DR. PALWINDER KAUR,Independent,1766.0,2.0,1768.0,0.17,Punjab,Ludhiana - 7,,,,,,,,,
13.0,SANJEEV KUMAR (SANJU),Independent,1567.0,0.0,1567.0,0.15,Punjab,Ludhiana - 7,,,,,,,,,
14.0,RAJIV KUMAR MEHRA,Jan Sewa Driver Party,1516.0,2.0,1518.0,0.14,Punjab,Ludhiana - 7,,,,,,,,,
15.0,BHUPINDER SINGH,Bharatheeya Jawan Kisan Party,1287.0,0.0,1287.0,0.12,Punjab,Ludhiana - 7,,,,,,,,,
16.0,BALJIT SINGH,Independent,1137.0,1.0,1138.0,0.11,Punjab,Ludhiana - 7,,,,,,,,,
17.0,VIPAN KUMAR BATRA,Independent,1041.0,0.0,1041.0,0.1,Punjab,Ludhiana - 7,,,,,,,,,
18.0,AMANDEEP SINGH,Sehajdhari Sikh Party,981.0,6.0,987.0,0.09,Punjab,Ludhiana - 7,,,,,,,,,
19.0,PARAMJIT SINGH,Independent,927.0,0.0,927.0,0.09,Punjab,Ludhiana - 7,,,,,,,,,
20.0,BALVINDER SINGH BITTA,Independent,918.0,0.0,918.0,0.09,Punjab,Ludhiana - 7,,,,,,,,,
21.0,SIMRANDEEP SINGH,Independent,911.0,1.0,912.0,0.09,Punjab,Ludhiana - 7,,,,,,,,,
22.0,DEVINDER BHAGRIA,Hindustan Shakti Sena,859.0,1.0,860.0,0.08,Punjab,Ludhiana - 7,,,,,,,,,
23.0,KANIYA LAL (DR. KISHAN KUMAR),Independent,820.0,0.0,820.0,0.08,Punjab,Ludhiana - 7,,,,,,,,,
24.0,SUDHIR KUMAR TRIPATHI,Independent,770.0,0.0,770.0,0.07,Punjab,Ludhiana - 7,,,,,,,,,
25.0,GURDEEP SINGH KAHLON,Independent,738.0,0.0,738.0,0.07,Punjab,Ludhiana - 7,,,,,,,,,
26.0,DR. DEVINDER SINGH GILL,Aam Lok Party United,693.0,2.0,695.0,0.07,Punjab,Ludhiana - 7,,,,,,,,,
27.0,KIRPAL SINGH KAPURI,Independent,621.0,0.0,621.0,0.06,Punjab,Ludhiana - 7,,,,,,,,,
28.0,SANTOSH KUMAR,Bharatiya Inqalab Party,610.0,0.0,610.0,0.06,Punjab,Ludhiana - 7,,,,,,,,,
29.0,KAMAL PAWAR,Independent,592.0,0.0,592.0,0.06,Punjab,Ludhiana - 7,,,,,,,,,
30.0,RAVINDER PAL SINGH BABA JI BARGAR WALE,Independent,546.0,2.0,548.0,0.05,Punjab,Ludhiana - 7,,,,,,,,,
31.0,GURMEET SINGH KHARAY,Independent,516.0,1.0,517.0,0.05,Punjab,Ludhiana - 7,,,,,,,,,
32.0,RUPINDER KUMAR,Independent,467.0,0.0,467.0,0.04,Punjab,Ludhiana - 7,,,,,,,,,
33.0,CHANDI,Independent,456.0,0.0,456.0,0.04,Punjab,Ludhiana - 7,,,,,,,,,
34.0,BALDEV SINGH SUMAN,Independent,450.0,0.0,450.0,0.04,Punjab,Ludhiana - 7,,,,,,,,,
35.0,JAI - PARKASH JAIN (TITU BANIYA),Independent,419.0,0.0,419.0,0.04,Punjab,Ludhiana - 7,,,,,,,,,
36.0,SHIVAM YADAV,Global Republican Party,414.0,1.0,415.0,0.04,Punjab,Ludhiana - 7,,,,,,,,,
37.0,HARVINDER KAUR,Samajik Sangharsh Party,413.0,6.0,419.0,0.04,Punjab,Ludhiana - 7,,,,,,,,,
38.0,BHOLA SINGH,Independent,411.0,0.0,411.0,0.04,Punjab,Ludhiana - 7,,,,,,,,,
39.0,DARSHAN SINGH DABA,Nationalist Justice Party,390.0,0.0,390.0,0.04,Punjab,Ludhiana - 7,,,,,,,,,
40.0,KULDEEP KUMAR SHARMA,Independent,383.0,0.0,383.0,0.04,Punjab,Ludhiana - 7,,,,,,,,,
41.0,VISHAL KUMAR ARORA,Independent,344.0,0.0,344.0,0.03,Punjab,Ludhiana - 7,,,,,,,,,
42.0,KARNAIL SINGH,Independent,340.0,0.0,340.0,0.03,Punjab,Ludhiana - 7,,,,,,,,,
43.0,RAJINDER GHAI,Independent,284.0,0.0,284.0,0.03,Punjab,Ludhiana - 7,,,,,,,,,
44.0,NOTA,None of the Above,5040.0,36.0,5076.0,0.48,Punjab,Ludhiana - 7,,,,,,,,,
1.0,DR DHARAMVIRA GANDHI,Indian National Congress,304672.0,944.0,305616.0,26.54,Punjab,Patiala - 13,14831.0,,,,,,,,
2.0,DR BALBIR SINGH,Aam Aadmi Party,290085.0,700.0,290785.0,25.25,Punjab,Patiala - 13,,,,,,,,,
3.0,PRENEET KAUR,Bharatiya Janata Party,288470.0,528.0,288998.0,25.09,Punjab,Patiala - 13,,,,,,,,,
4.0,N K SHARMA,Shiromani Akali Dal,153780.0,198.0,153978.0,13.37,Punjab,Patiala - 13,,,,,,,,,
5.0,PROF MOHINDER PAL SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),47152.0,122.0,47274.0,4.1,Punjab,Patiala - 13,,,,,,,,,
6.0,JAGJIT SINGH CHHARBAR,Bahujan Samaj Party,22334.0,66.0,22400.0,1.94,Punjab,Patiala - 13,,,,,,,,,
7.0,ARVINDER KUMAR,Independent,3808.0,4.0,3812.0,0.33,Punjab,Patiala - 13,,,,,,,,,
8.0,JAGDISH KUMAR,Independent,3236.0,3.0,3239.0,0.28,Punjab,Patiala - 13,,,,,,,,,
9.0,SUKHVINDER SINGH,Independent,2885.0,9.0,2894.0,0.25,Punjab,Patiala - 13,,,,,,,,,
10.0,JODH SINGH PARMAR KAULI,Independent,2795.0,0.0,2795.0,0.24,Punjab,Patiala - 13,,,,,,,,,
11.0,DEVINDER RAJPUT,Bharatheeya Jawan Kisan Party,2302.0,9.0,2311.0,0.2,Punjab,Patiala - 13,,,,,,,,,
12.0,NEERAJ KUMAR NANNA,Independent,2299.0,3.0,2302.0,0.2,Punjab,Patiala - 13,,,,,,,,,
13.0,PARAMJIT SINGH S/O TARLOCHAN SINGH,Independent,2264.0,3.0,2267.0,0.2,Punjab,Patiala - 13,,,,,,,,,
14.0,AMARJIT SINGH JAGDE RAHO,Jan Janwadi Party,1981.0,11.0,1992.0,0.17,Punjab,Patiala - 13,,,,,,,,,
15.0,RANJIT SINGH,Akhil Bhartiya Parivar Party,1964.0,3.0,1967.0,0.17,Punjab,Patiala - 13,,,,,,,,,
16.0,GURBACHAN SINGH,Independent,1589.0,5.0,1594.0,0.14,Punjab,Patiala - 13,,,,,,,,,
17.0,PARAMJIT SINGH S/O BHAGWAN SINGH,Independent,1565.0,4.0,1569.0,0.14,Punjab,Patiala - 13,,,,,,,,,
18.0,VISHAL SHARMA,Independent,1474.0,1.0,1475.0,0.13,Punjab,Patiala - 13,,,,,,,,,
19.0,LABH SINGH PAL,Independent,1443.0,0.0,1443.0,0.13,Punjab,Patiala - 13,,,,,,,,,
20.0,CHAMKILA SINGH,Independent,1225.0,3.0,1228.0,0.11,Punjab,Patiala - 13,,,,,,,,,
21.0,KRISHAN KUMAR GABA,Hindustan Shakti Sena,1000.0,8.0,1008.0,0.09,Punjab,Patiala - 13,,,,,,,,,
22.0,MANDEEP SINGH,Revolutionary Socialist Party,970.0,3.0,973.0,0.08,Punjab,Patiala - 13,,,,,,,,,
23.0,MAKHAN SINGH,Independent,904.0,3.0,907.0,0.08,Punjab,Patiala - 13,,,,,,,,,
24.0,DIMPLE,Independent,846.0,4.0,850.0,0.07,Punjab,Patiala - 13,,,,,,,,,
25.0,BINDER KAUR,Independent,707.0,4.0,711.0,0.06,Punjab,Patiala - 13,,,,,,,,,
26.0,MANOJ KUMAR,Independent,674.0,0.0,674.0,0.06,Punjab,Patiala - 13,,,,,,,,,
27.0,NOTA,None of the Above,6641.0,40.0,6681.0,0.58,Punjab,Patiala - 13,,,,,,,,,
1.0,GURMEET SINGH MEET HAYER,Aam Aadmi Party,362791.0,1294.0,364085.0,36.06,Punjab,Sangrur - 12,172560.0,,,,,,,,
2.0,SUKHPAL SINGH KHAIRA,Indian National Congress,190209.0,1316.0,191525.0,18.97,Punjab,Sangrur - 12,,,,,,,,,
3.0,SIMRANJIT SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),186543.0,703.0,187246.0,18.55,Punjab,Sangrur - 12,,,,,,,,,
4.0,ARVIND KHANNA,Bharatiya Janata Party,127781.0,472.0,128253.0,12.7,Punjab,Sangrur - 12,,,,,,,,,
5.0,IQBAL SINGH JHUNDAN,Shiromani Akali Dal,62265.0,223.0,62488.0,6.19,Punjab,Sangrur - 12,,,,,,,,,
6.0,MAKHAN SINGH,Bahujan Samaj Party,37604.0,127.0,37731.0,3.74,Punjab,Sangrur - 12,,,,,,,,,
7.0,PARDEEP KUMAR,Apni Ekta Party,5131.0,8.0,5139.0,0.51,Punjab,Sangrur - 12,,,,,,,,,
8.0,HARBHAJAN SINGH,Aazad Samaj Party (Kanshi Ram),3417.0,14.0,3431.0,0.34,Punjab,Sangrur - 12,,,,,,,,,
9.0,SUKHWINDER SINGH,Independent,3225.0,0.0,3225.0,0.32,Punjab,Sangrur - 12,,,,,,,,,
10.0,BALWINDER SINGH SEKHON,Independent,2562.0,10.0,2572.0,0.25,Punjab,Sangrur - 12,,,,,,,,,
11.0,BALWINDER SINGH,Independent,2284.0,4.0,2288.0,0.23,Punjab,Sangrur - 12,,,,,,,,,
12.0,JASWANT SINGH,Independent,2222.0,2.0,2224.0,0.22,Punjab,Sangrur - 12,,,,,,,,,
13.0,PAPPU KUMAR,Independent,1826.0,1.0,1827.0,0.18,Punjab,Sangrur - 12,,,,,,,,,
14.0,KRISHAN DEV,Punjab National Party,1803.0,12.0,1815.0,0.18,Punjab,Sangrur - 12,,,,,,,,,
15.0,AMANPREET SINGH,Independent,1686.0,7.0,1693.0,0.17,Punjab,Sangrur - 12,,,,,,,,,
16.0,RANGI KHAN,Aam Janta Party (India),1578.0,3.0,1581.0,0.16,Punjab,Sangrur - 12,,,,,,,,,
17.0,JILE SINGH,Bhartiya Jan Samman Party,1546.0,2.0,1548.0,0.15,Punjab,Sangrur - 12,,,,,,,,,
18.0,KAMAL KUMAR VERMA (BHASAUR),"Adarsh Janta Party,",1376.0,0.0,1376.0,0.14,Punjab,Sangrur - 12,,,,,,,,,
19.0,CHANNVEER SINGH,Independent,1281.0,2.0,1283.0,0.13,Punjab,Sangrur - 12,,,,,,,,,
20.0,JAGTAR SINGH,Nationalist Justice Party,1224.0,1.0,1225.0,0.12,Punjab,Sangrur - 12,,,,,,,,,
21.0,VIJAY SYAL,Independent,1144.0,1.0,1145.0,0.11,Punjab,Sangrur - 12,,,,,,,,,
22.0,HARPREET KAUR,India Greens Party,1095.0,10.0,1105.0,0.11,Punjab,Sangrur - 12,,,,,,,,,
23.0,RAJA SINGH,Independent,1037.0,3.0,1040.0,0.1,Punjab,Sangrur - 12,,,,,,,,,
24.0,NOTA,None of the Above,3773.0,47.0,3820.0,0.38,Punjab,Sangrur - 12,,,,,,,,,
1.0,BHAGIRATH CHOUDHARY,Bharatiya Janata Party,741151.0,6311.0,747462.0,62.23,Rajasthan,AJMER - 13,329991.0,,,,,,,,
2.0,RAMCHANDRA CHOUDHARY,Indian National Congress,413685.0,3786.0,417471.0,34.76,Rajasthan,AJMER - 13,,,,,,,,,
3.0,RAMDEV,Bahujan Samaj Party,4896.0,48.0,4944.0,0.41,Rajasthan,AJMER - 13,,,,,,,,,
4.0,SURENDRA SINGH RANAVAT,Independent,4348.0,25.0,4373.0,0.36,Rajasthan,AJMER - 13,,,,,,,,,
5.0,MUKESH GENA,Bharatiya Yuva Jan Ekta Party,3187.0,9.0,3196.0,0.27,Rajasthan,AJMER - 13,,,,,,,,,
6.0,JITENDRA BOYAT,Aazad Samaj Party (Kanshi Ram),2608.0,25.0,2633.0,0.22,Rajasthan,AJMER - 13,,,,,,,,,
7.0,SATYANARAYAN MALI,Independent,2409.0,11.0,2420.0,0.2,Rajasthan,AJMER - 13,,,,,,,,,
8.0,VISHRAM BABU,Independent,1517.0,7.0,1524.0,0.13,Rajasthan,AJMER - 13,,,,,,,,,
9.0,SHABUDADIN,National Future Party,1190.0,7.0,1197.0,0.1,Rajasthan,AJMER - 13,,,,,,,,,
10.0,YUSUF,Independent,988.0,12.0,1000.0,0.08,Rajasthan,AJMER - 13,,,,,,,,,
11.0,PREM LATA,Independent,988.0,167.0,1155.0,0.1,Rajasthan,AJMER - 13,,,,,,,,,
12.0,BHAWARLAL SONI,Independent,868.0,70.0,938.0,0.08,Rajasthan,AJMER - 13,,,,,,,,,
13.0,RAMLAL,Akhil Bhartiya Aamjan Party,807.0,11.0,818.0,0.07,Rajasthan,AJMER - 13,,,,,,,,,
14.0,DAYA MOHAN GARG,Independent,644.0,2.0,646.0,0.05,Rajasthan,AJMER - 13,,,,,,,,,
15.0,NOTA,None of the Above,11290.0,112.0,11402.0,0.95,Rajasthan,AJMER - 13,,,,,,,,,
1.0,BHUPENDER YADAV,Bharatiya Janata Party,624110.0,7882.0,631992.0,50.42,Rajasthan,ALWAR - 8,48282.0,,,,,,,,
2.0,LALIT YADAV,Indian National Congress,575964.0,7746.0,583710.0,46.57,Rajasthan,ALWAR - 8,,,,,,,,,
3.0,FAZAL HUSSAIN,Bahujan Samaj Party,19178.0,109.0,19287.0,1.54,Rajasthan,ALWAR - 8,,,,,,,,,
4.0,PARDEEP KUMAR,Sarv Samaj Party,4339.0,23.0,4362.0,0.35,Rajasthan,ALWAR - 8,,,,,,,,,
5.0,VIVEK JAIN,Independent,2429.0,9.0,2438.0,0.19,Rajasthan,ALWAR - 8,,,,,,,,,
6.0,RAMBABU SHARMA,Independent,2207.0,25.0,2232.0,0.18,Rajasthan,ALWAR - 8,,,,,,,,,
7.0,AMIT GUPTA,Independent,1366.0,23.0,1389.0,0.11,Rajasthan,ALWAR - 8,,,,,,,,,
8.0,CHHAGAN LAL,Independent,1291.0,36.0,1327.0,0.11,Rajasthan,ALWAR - 8,,,,,,,,,
9.0,VISHVNATH KHINCHI,Hindustan Janta Party,862.0,17.0,879.0,0.07,Rajasthan,ALWAR - 8,,,,,,,,,
10.0,NOTA,None of the Above,5727.0,95.0,5822.0,0.46,Rajasthan,ALWAR - 8,,,,,,,,,
1.0,RAJ KUMAR ROAT,Bharat Adivasi Party,815430.0,5401.0,820831.0,50.15,Rajasthan,BANSWARA - 20,247054.0,,,,,,,,
2.0,MAHENDRAJEETSINGH MALVIYA,Bharatiya Janata Party,568589.0,5188.0,573777.0,35.05,Rajasthan,BANSWARA - 20,,,,,,,,,
3.0,RAJKUMAR S/O HIRALAL,Independent,74551.0,47.0,74598.0,4.56,Rajasthan,BANSWARA - 20,,,,,,,,,
4.0,ARVIND SITA DAMOR,Indian National Congress,60917.0,294.0,61211.0,3.74,Rajasthan,BANSWARA - 20,,,,,,,,,
5.0,RAJKUMAR S/O PREMJI,Independent,41742.0,48.0,41790.0,2.55,Rajasthan,BANSWARA - 20,,,,,,,,,
6.0,BANSHILAL AHARI,Independent,17884.0,12.0,17896.0,1.09,Rajasthan,BANSWARA - 20,,,,,,,,,
7.0,SHANKARLAL BAMANIYA,Indian Peoples Green Party,17169.0,19.0,17188.0,1.05,Rajasthan,BANSWARA - 20,,,,,,,,,
8.0,DILEEP KUMAR MEENA,Bahujan Samaj Party,8573.0,18.0,8591.0,0.52,Rajasthan,BANSWARA - 20,,,,,,,,,
9.0,NOTA,None of the Above,20892.0,78.0,20970.0,1.28,Rajasthan,BANSWARA - 20,,,,,,,,,
1.0,UMMEDA RAM BENIWAL,Indian National Congress,699122.0,5554.0,704676.0,41.74,Rajasthan,BARMER - 17,118176.0,,,,,,,,
2.0,RAVINDRA SINGH BHATI,Independent,581865.0,4635.0,586500.0,34.74,Rajasthan,BARMER - 17,,,,,,,,,
3.0,KAILASH CHOUDHARY,Bharatiya Janata Party,284527.0,2206.0,286733.0,16.99,Rajasthan,BARMER - 17,,,,,,,,,
4.0,TARARAM MEHNA,Independent,49768.0,189.0,49957.0,2.96,Rajasthan,BARMER - 17,,,,,,,,,
5.0,PRATAPA RAM,Independent,8282.0,36.0,8318.0,0.49,Rajasthan,BARMER - 17,,,,,,,,,
6.0,HANIPH,Independent,7755.0,5.0,7760.0,0.46,Rajasthan,BARMER - 17,,,,,,,,,
7.0,LEELA RAM,Bahujan Samaj Party,7557.0,28.0,7585.0,0.45,Rajasthan,BARMER - 17,,,,,,,,,
8.0,PRABHU RAM,Aazad Samaj Party (Kanshi Ram),6381.0,15.0,6396.0,0.38,Rajasthan,BARMER - 17,,,,,,,,,
9.0,RAMA RAM,Independent,6031.0,10.0,6041.0,0.36,Rajasthan,BARMER - 17,,,,,,,,,
10.0,POPAT LAL,Independent,3117.0,42.0,3159.0,0.19,Rajasthan,BARMER - 17,,,,,,,,,
11.0,DEVILAL JAIN,Independent,3016.0,7.0,3023.0,0.18,Rajasthan,BARMER - 17,,,,,,,,,
12.0,NOTA,None of the Above,17893.0,10.0,17903.0,1.06,Rajasthan,BARMER - 17,,,,,,,,,
1.0,SANJNA JATAV,Indian National Congress,572808.0,7082.0,579890.0,51.18,Rajasthan,BHARATPUR - 9,51983.0,,,,,,,,
2.0,RAMSWAROOP KOLI,Bharatiya Janata Party,519269.0,8638.0,527907.0,46.59,Rajasthan,BHARATPUR - 9,,,,,,,,,
3.0,ANJILA JATAV,Bahujan Samaj Party,9298.0,210.0,9508.0,0.84,Rajasthan,BHARATPUR - 9,,,,,,,,,
4.0,ANEETA,Independent,5027.0,92.0,5119.0,0.45,Rajasthan,BHARATPUR - 9,,,,,,,,,
5.0,PURUSHOTTAM LAL,Independent,2730.0,17.0,2747.0,0.24,Rajasthan,BHARATPUR - 9,,,,,,,,,
6.0,PUSHPENDAR KUMAR,Independent,2374.0,12.0,2386.0,0.21,Rajasthan,BHARATPUR - 9,,,,,,,,,
7.0,NOTA,None of the Above,5344.0,99.0,5443.0,0.48,Rajasthan,BHARATPUR - 9,,,,,,,,,
1.0,DAMODAR AGARWAL,Bharatiya Janata Party,803193.0,4447.0,807640.0,61.92,Rajasthan,BHILWARA - 23,354606.0,,,,,,,,
2.0,C P JOSHI,Indian National Congress,449528.0,3506.0,453034.0,34.73,Rajasthan,BHILWARA - 23,,,,,,,,,
3.0,RAMESHWAR LAL BAIRWA,Bahujan Samaj Party,8243.0,40.0,8283.0,0.64,Rajasthan,BHILWARA - 23,,,,,,,,,
4.0,RAJESH PATNI,Independent,8013.0,5.0,8018.0,0.61,Rajasthan,BHILWARA - 23,,,,,,,,,
5.0,JAYKISHAN,Viro Ke Vir Indian Party,4061.0,23.0,4084.0,0.31,Rajasthan,BHILWARA - 23,,,,,,,,,
6.0,MOTILAL SINGHANIA,Independent,3871.0,16.0,3887.0,0.3,Rajasthan,BHILWARA - 23,,,,,,,,,
7.0,NARAYAN LAL JAT,Independent,1643.0,41.0,1684.0,0.13,Rajasthan,BHILWARA - 23,,,,,,,,,
8.0,PAWAN KUMAR SHARMA,Right to Recall Party,1609.0,8.0,1617.0,0.12,Rajasthan,BHILWARA - 23,,,,,,,,,
9.0,ANURAG AROT,Independent,1406.0,19.0,1425.0,0.11,Rajasthan,BHILWARA - 23,,,,,,,,,
10.0,VIJAY KUMAR SONI,Bhartiya Garib Vikas Kalyan Party,1340.0,7.0,1347.0,0.1,Rajasthan,BHILWARA - 23,,,,,,,,,
11.0,NOTA,None of the Above,13337.0,39.0,13376.0,1.03,Rajasthan,BHILWARA - 23,,,,,,,,,
1.0,ARJUN RAM MEGHWAL,Bharatiya Janata Party,561240.0,5497.0,566737.0,50.68,Rajasthan,BIKANER - 2,55711.0,,,,,,,,
2.0,GOVINDRAM MEGHWAL,Indian National Congress,506966.0,4060.0,511026.0,45.7,Rajasthan,BIKANER - 2,,,,,,,,,
3.0,KHETA RAM,Bahujan Samaj Party,8249.0,50.0,8299.0,0.74,Rajasthan,BIKANER - 2,,,,,,,,,
4.0,ATMA RAM GUJARATI,Independent,6267.0,14.0,6281.0,0.56,Rajasthan,BIKANER - 2,,,,,,,,,
5.0,RATANI DEVI,Independent,3894.0,32.0,3926.0,0.35,Rajasthan,BIKANER - 2,,,,,,,,,
6.0,SATYANARAYAN DEVRA,Independent,2958.0,8.0,2966.0,0.27,Rajasthan,BIKANER - 2,,,,,,,,,
7.0,PUKHRAJ NAYAK,Independent,2621.0,54.0,2675.0,0.24,Rajasthan,BIKANER - 2,,,,,,,,,
8.0,BABU LAL,Independent,2010.0,9.0,2019.0,0.18,Rajasthan,BIKANER - 2,,,,,,,,,
9.0,GOPI CHAND MEGHWAL,Independent,1787.0,8.0,1795.0,0.16,Rajasthan,BIKANER - 2,,,,,,,,,
10.0,NOTA,None of the Above,12431.0,127.0,12558.0,1.12,Rajasthan,BIKANER - 2,,,,,,,,,
1.0,CHANDRA PRAKASH JOSHI,Bharatiya Janata Party,882334.0,5868.0,888202.0,59.26,Rajasthan,CHITTORGARH - 21,389877.0,,,,,,,,
2.0,ANJANA UDAILAL,Indian National Congress,495177.0,3148.0,498325.0,33.25,Rajasthan,CHITTORGARH - 21,,,,,,,,,
3.0,BHIL ADIVASI MANGILAL NANAMA,Bharat Adivasi Party,42243.0,568.0,42811.0,2.86,Rajasthan,CHITTORGARH - 21,,,,,,,,,
4.0,RAMESHWAR LAL BAIRWA (INDORA),Independent,9536.0,3.0,9539.0,0.64,Rajasthan,CHITTORGARH - 21,,,,,,,,,
5.0,KUMAWAT RAMESH CHANDRA,Independent,8834.0,8.0,8842.0,0.59,Rajasthan,CHITTORGARH - 21,,,,,,,,,
6.0,MEGHWAL RADHESHYAM,Bahujan Samaj Party,8578.0,35.0,8613.0,0.57,Rajasthan,CHITTORGARH - 21,,,,,,,,,
7.0,SHYAM LAL MEGHWAL,Independent,7901.0,6.0,7907.0,0.53,Rajasthan,CHITTORGARH - 21,,,,,,,,,
8.0,BAPU LAL ANJANA,Independent,7837.0,9.0,7846.0,0.52,Rajasthan,CHITTORGARH - 21,,,,,,,,,
9.0,PRAKASH DHAKAR,Ekam Sanatan Bharat Dal,3915.0,10.0,3925.0,0.26,Rajasthan,CHITTORGARH - 21,,,,,,,,,
10.0,PRATAP SINGH,Independent,3342.0,5.0,3347.0,0.22,Rajasthan,CHITTORGARH - 21,,,,,,,,,
11.0,AZAD PRAKASH CHANDRA MEGHWAL,Akhil Bharatiya Congress Dal (Ambedkar),2764.0,13.0,2777.0,0.19,Rajasthan,CHITTORGARH - 21,,,,,,,,,
12.0,JOGENDRA SINGH HODA,Independent,2294.0,8.0,2302.0,0.15,Rajasthan,CHITTORGARH - 21,,,,,,,,,
13.0,GAJENDRA,Independent,1637.0,7.0,1644.0,0.11,Rajasthan,CHITTORGARH - 21,,,,,,,,,
14.0,KALYAN SINGH BHATI,Independent,1544.0,18.0,1562.0,0.1,Rajasthan,CHITTORGARH - 21,,,,,,,,,
15.0,MAHAVIR PRASAD KUMAWAT,Right to Recall Party,1539.0,10.0,1549.0,0.1,Rajasthan,CHITTORGARH - 21,,,,,,,,,
16.0,KAMAL,Independent,1490.0,8.0,1498.0,0.1,Rajasthan,CHITTORGARH - 21,,,,,,,,,
17.0,MOHAMMAD WAHID KHAN,Pehchan People’s Party,1216.0,12.0,1228.0,0.08,Rajasthan,CHITTORGARH - 21,,,,,,,,,
18.0,SITA RAM AHIR,Vishva Shakti Party,1203.0,23.0,1226.0,0.08,Rajasthan,CHITTORGARH - 21,,,,,,,,,
19.0,NOTA,None of the Above,5518.0,72.0,5590.0,0.37,Rajasthan,CHITTORGARH - 21,,,,,,,,,
1.0,RAHUL KASWAN,Indian National Congress,719352.0,8859.0,728211.0,51.12,Rajasthan,CHURU - 3,72737.0,,,,,,,,
2.0,DEVENDRA JHAJHARIA,Bharatiya Janata Party,647891.0,7583.0,655474.0,46.01,Rajasthan,CHURU - 3,,,,,,,,,
3.0,DEIRAM MEGHWAL,Bahujan Samaj Party,11145.0,126.0,11271.0,0.79,Rajasthan,CHURU - 3,,,,,,,,,
4.0,RAMESH KUMAR,Independent,5720.0,4.0,5724.0,0.4,Rajasthan,CHURU - 3,,,,,,,,,
5.0,GOMATI DHARAMPAL KATARIA,Bharat Rakshak Party (Democratic),4937.0,24.0,4961.0,0.35,Rajasthan,CHURU - 3,,,,,,,,,
6.0,SUKHDEV,Independent,4550.0,9.0,4559.0,0.32,Rajasthan,CHURU - 3,,,,,,,,,
7.0,RANVEER SINGH,Independent,1809.0,3.0,1812.0,0.13,Rajasthan,CHURU - 3,,,,,,,,,
8.0,BISAN SINGH,Independent,1571.0,73.0,1644.0,0.12,Rajasthan,CHURU - 3,,,,,,,,,
9.0,DAULAT RAM PENSIA,National Janmandal Party,1178.0,15.0,1193.0,0.08,Rajasthan,CHURU - 3,,,,,,,,,
10.0,YUSUF ALI KHAN,Independent,1176.0,54.0,1230.0,0.09,Rajasthan,CHURU - 3,,,,,,,,,
11.0,SHISHPAL SINGH RANA,Bheem Tribal Congress,671.0,4.0,675.0,0.05,Rajasthan,CHURU - 3,,,,,,,,,
12.0,NIRANJAN SINGH RATHORE,Independent,648.0,20.0,668.0,0.05,Rajasthan,CHURU - 3,,,,,,,,,
13.0,ASLAM LILGAR,Independent,558.0,9.0,567.0,0.04,Rajasthan,CHURU - 3,,,,,,,,,
14.0,NOTA,None of the Above,6583.0,73.0,6656.0,0.47,Rajasthan,CHURU - 3,,,,,,,,,
1.0,MURARI LAL MEENA,Indian National Congress,636868.0,9398.0,646266.0,60.24,Rajasthan,DAUSA - 11,237340.0,,,,,,,,
2.0,KANHAIYA LAL MEENA,Bharatiya Janata Party,404309.0,4617.0,408926.0,38.12,Rajasthan,DAUSA - 11,,,,,,,,,
3.0,SONU DHANKA,Bahujan Samaj Party,6752.0,45.0,6797.0,0.63,Rajasthan,DAUSA - 11,,,,,,,,,
4.0,"DR. RAM ROOP MEENA, ADVOCATE",Independent,2701.0,20.0,2721.0,0.25,Rajasthan,DAUSA - 11,,,,,,,,,
5.0,MOHAN LAL MEENA,Independent,2164.0,14.0,2178.0,0.2,Rajasthan,DAUSA - 11,,,,,,,,,
6.0,NOTA,None of the Above,5789.0,57.0,5846.0,0.54,Rajasthan,DAUSA - 11,,,,,,,,,
1.0,KULDEEP INDORA,Indian National Congress,719896.0,6596.0,726492.0,51.4,Rajasthan,GANGANAGAR - 1,88153.0,,,,,,,,
2.0,PRIYANKA BALAN MEGHWAL,Bharatiya Janata Party,632097.0,6242.0,638339.0,45.16,Rajasthan,GANGANAGAR - 1,,,,,,,,,
3.0,DEVKARAN NAYAK,Bahujan Samaj Party,16090.0,212.0,16302.0,1.15,Rajasthan,GANGANAGAR - 1,,,,,,,,,
