S.N,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency,Victory Margin,PC Name,EVM Votes Counted,Postal Votes Counted,EVM Votes Polled,Difference,Margin,Difference > Margin,Postalvotes > Margin
1.0,BISHNU PADA RAY,Bharatiya Janata Party,102182.0,254.0,102436.0,50.58,Andaman and Nicobar,Andaman & Nicobar Islands - 1,24396.0,,,,,,,,
2.0,KULDEEP RAI SHARMA,Indian National Congress,77829.0,211.0,78040.0,38.54,Andaman and Nicobar,Andaman & Nicobar Islands - 1,,,,,,,,,
3.0,MANOJ PAUL,Andaman Nicobar Democratic Congress,8236.0,18.0,8254.0,4.08,Andaman and Nicobar,Andaman & Nicobar Islands - 1,,,,,,,,,
4.0,D AYYAPPAN,Communist Party of India (Marxist),6009.0,8.0,6017.0,2.97,Andaman and Nicobar,Andaman & Nicobar Islands - 1,,,,,,,,,
5.0,V.K. ABDUL AZIZ,Independent,2195.0,8.0,2203.0,1.09,Andaman and Nicobar,Andaman & Nicobar Islands - 1,,,,,,,,,
6.0,K J B SELVARAJ,All India Anna Dravida Munnetra Kazhagam,911.0,3.0,914.0,0.45,Andaman and Nicobar,Andaman & Nicobar Islands - 1,,,,,,,,,
7.0,DR ARUN KUMAR MALLIK,Bahujan Samaj Party,714.0,5.0,719.0,0.36,Andaman and Nicobar,Andaman & Nicobar Islands - 1,,,,,,,,,
8.0,RINKU MALA MONDAL,Independent,539.0,3.0,542.0,0.27,Andaman and Nicobar,Andaman & Nicobar Islands - 1,,,,,,,,,
9.0,K VENKAT RAM BABU,Independent,506.0,1.0,507.0,0.25,Andaman and Nicobar,Andaman & Nicobar Islands - 1,,,,,,,,,
10.0,USHA KUMARI,Independent,378.0,2.0,380.0,0.19,Andaman and Nicobar,Andaman & Nicobar Islands - 1,,,,,,,,,
11.0,SALAMAT MONDAL,Socialist Unity Centre Of India (COMMUNIST),349.0,2.0,351.0,0.17,Andaman and Nicobar,Andaman & Nicobar Islands - 1,,,,,,,,,
12.0,ANAND RAMNATH ARLEKAR,Independent,342.0,0.0,342.0,0.17,Andaman and Nicobar,Andaman & Nicobar Islands - 1,,,,,,,,,
13.0,NOTA,None of the Above,1802.0,7.0,1809.0,0.89,Andaman and Nicobar,Andaman & Nicobar Islands - 1,,,,,,,,,
1.0,G M HARISH (BALAYOGI),Telugu Desam,786149.0,10832.0,796981.0,61.25,Andhra Pradesh,Amalapuram (SC) - 7,342196.0,,,,,,,,
2.0,RAPAKA VARAPRASADA RAO,Yuvajana Sramika Rythu Congress Party,450362.0,4423.0,454785.0,34.95,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
3.0,GOUTHAM JANGA,Indian National Congress,14523.0,559.0,15082.0,1.16,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
4.0,DORABABU YALLA,Bahujan Samaj Party,5202.0,186.0,5388.0,0.41,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
5.0,KATRU NAGA BABU,Telugu Nava Garjana Party,3736.0,5.0,3741.0,0.29,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
6.0,VADDI LALITH KUMAR,Independent,2974.0,3.0,2977.0,0.23,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
7.0,MAKEY DAVY PRASAD,Independent,2104.0,7.0,2111.0,0.16,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
8.0,GUDE VENKATESWARULU,Independent,1741.0,4.0,1745.0,0.13,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
9.0,RAMESH JILLELLA,Jatiya Jana Sena Party,866.0,6.0,872.0,0.07,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
10.0,YALANGI RAMESH,Jaibhim Rao Bharat Party,738.0,2.0,740.0,0.06,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
11.0,MATHA KRISHNA,Pyramid Party of India,718.0,1.0,719.0,0.06,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
12.0,GIDDI JNANA PRAKASA RAO,Republican Party of India,717.0,9.0,726.0,0.06,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
13.0,YADLA RAJESH,Liberation Congress Party,628.0,7.0,635.0,0.05,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
14.0,KAPA KALYAN,Republican Party of India (A),579.0,2.0,581.0,0.04,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
15.0,PATHURI RAMESH,Peoples Party of India (Democratic),502.0,3.0,505.0,0.04,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
16.0,NOTA,None of the Above,13418.0,100.0,13518.0,1.04,Andhra Pradesh,Amalapuram (SC) - 7,,,,,,,,,
1.0,C.M.RAMESH,Bharatiya Janata Party,750027.0,12042.0,762069.0,57.5,Andhra Pradesh,Anakapalle - 5,296530.0,,,,,,,,
2.0,BUDI MUTYALA NAIDU,Yuvajana Sramika Rythu Congress Party,459762.0,5777.0,465539.0,35.13,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
3.0,VEGI VENKATESH,Indian National Congress,24833.0,818.0,25651.0,1.94,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
4.0,PALAKA SREERAMA MURTHY,Bahujan Samaj Party,19082.0,75.0,19157.0,1.45,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
5.0,VANKAYALA RAMACHANDRA RAO,Independent,4001.0,1.0,4002.0,0.3,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
6.0,LOVARAJU SIDDHA,Independent,3845.0,7.0,3852.0,0.29,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
7.0,KRISHNA SWAROOP VADLAMURI,Dalita Bahujana Party,3549.0,8.0,3557.0,0.27,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
8.0,GARA SURYA RAO,Independent,3116.0,8.0,3124.0,0.24,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
9.0,APPALA RAJU NAMMI,Bharatha Chaitanya Yuvajana Party,2589.0,30.0,2619.0,0.2,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
10.0,NAGESWARA RAO PETLA,Independent,2179.0,5.0,2184.0,0.16,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
11.0,ADARI SARAT CHANDRA,Jai Bharat National Party,1886.0,27.0,1913.0,0.14,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
12.0,VIJAYA LAKSHMI KARRI,Pyramid Party of India,1578.0,13.0,1591.0,0.12,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
13.0,DR. THUMMAPALA HARI SHANKAR,Independent,1567.0,9.0,1576.0,0.12,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
14.0,JUNNURI J SRINIVAS,Independent,1195.0,6.0,1201.0,0.09,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
15.0,APPALANAIDU TUMMAGUNTA,Independent,1055.0,7.0,1062.0,0.08,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
16.0,NOTA,None of the Above,26084.0,151.0,26235.0,1.98,Andhra Pradesh,Anakapalle - 5,,,,,,,,,
1.0,AMBICA G LAKSHMINARAYANA VALMIKI,Telugu Desam,755862.0,12383.0,768245.0,53.33,Andhra Pradesh,Ananthapur - 19,188555.0,,,,,,,,
2.0,MALAGUNDLA SANKAR NARAYANA,Yuvajana Sramika Rythu Congress Party,573769.0,5921.0,579690.0,40.24,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
3.0,MALLIKARJUNA VAJJALA,Indian National Congress,41954.0,1263.0,43217.0,3.0,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
4.0,G.V.RAMANA REDDY,Independent,6436.0,3.0,6439.0,0.45,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
5.0,BANASI NARAYANAPPA,Bahujan Samaj Party,6280.0,116.0,6396.0,0.44,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
6.0,V.MURALI PRASAD REDDY,Independent,5775.0,3.0,5778.0,0.4,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
7.0,DR.NALLANI RAMESH NAIDU,Andhra Rastra Praja Samithi,4862.0,127.0,4989.0,0.35,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
8.0,M.SURENDRA,Pyramid Party of India,2927.0,8.0,2935.0,0.2,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
9.0,U.C.VENKATASUBBAIAH,Jaathia Chethi Vruthula Ikya Vedika Party,2533.0,7.0,2540.0,0.18,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
10.0,P.CHOWDESWARI,Independent,1514.0,4.0,1518.0,0.11,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
11.0,VADLA KESAVAIAH,Independent,1488.0,6.0,1494.0,0.1,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
12.0,B.RAGHAVENDRA PRASAD,Independent,1317.0,1.0,1318.0,0.09,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
13.0,KETHIREDDY RAGHUNATHAREDDY,Independent,1086.0,5.0,1091.0,0.08,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
14.0,LOKANATH GOWD SURAGOWINI,Independent,1085.0,6.0,1091.0,0.08,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
15.0,SREERANGARAJULA GOPINATH ROYAL,Independent,903.0,1.0,904.0,0.06,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
16.0,SHAIK.NIZAM,Samajwadi Party,749.0,4.0,753.0,0.05,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
17.0,RAMAVTH CHINNA RAMAPPA NAIK,Jaibhim Rao Bharat Party,735.0,10.0,745.0,0.05,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
18.0,KURUBA MALLIKARJUNA.S.,All India Kisan Janatha party,574.0,4.0,578.0,0.04,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
19.0,B.NAGAMUTHYALU,Socialist Unity Centre Of India (COMMUNIST),566.0,4.0,570.0,0.04,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
20.0,SRINIVASA RAJU.O,Bhartiya Panchyat Party,489.0,5.0,494.0,0.03,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
21.0,DURGA PRASAD D BYATARAYANAJI,Challengers Party,439.0,5.0,444.0,0.03,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
22.0,NOTA,None of the Above,9014.0,185.0,9199.0,0.64,Andhra Pradesh,Ananthapur - 19,,,,,,,,,
1.0,GUMMA THANUJA RANI,Yuvajana Sramika Rythu Congress Party,471470.0,5535.0,477005.0,40.96,Andhra Pradesh,Araku (ST) - 1,50580.0,,,,,,,,
2.0,KOTHAPALLI GEETHA,Bharatiya Janata Party,417113.0,9312.0,426425.0,36.62,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
3.0,APPALANARASA PACHIPENTA,Communist Party of India (Marxist),119016.0,4113.0,123129.0,10.57,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
4.0,AVASHYA LAHARI . VARAM,Bahujan Samaj Party,24858.0,892.0,25750.0,2.21,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
5.0,SAMAREDDY BALAKRISHNA,Independent,9493.0,42.0,9535.0,0.82,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
6.0,NIMMAKA JAYARAJU,Independent,8798.0,664.0,9462.0,0.81,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
7.0,ATHIDHI,Independent,8121.0,15.0,8136.0,0.7,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
8.0,CHANTI BADNAINA,Jai Bharat National Party,7205.0,47.0,7252.0,0.62,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
9.0,MOTTADAM . RAJABABU,Bharat Adivasi Party,6370.0,396.0,6766.0,0.58,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
10.0,RANJITH KUMAR PALAKA,Independent,6000.0,47.0,6047.0,0.52,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
11.0,RAMBABU JALLI,Telugu Rajadhikara Samiti Party,4933.0,26.0,4959.0,0.43,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
12.0,MANDALA GIRIDHARA RAO,Independent,4931.0,36.0,4967.0,0.43,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
13.0,VUYAKA NIREEKSHAN (V. CHENCHU),India Praja Bandhu Party,4500.0,42.0,4542.0,0.39,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
14.0,NOTA,None of the Above,50205.0,265.0,50470.0,4.33,Andhra Pradesh,Araku (ST) - 1,,,,,,,,,
1.0,KRISHNA PRASAD TENNETI,Telugu Desam,706757.0,10736.0,717493.0,55.16,Andhra Pradesh,Bapatla (SC) - 15,208031.0,,,,,,,,
2.0,NANDIGAM SURESH BABU,Yuvajana Sramika Rythu Congress Party,503816.0,5646.0,509462.0,39.17,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
3.0,J.D. SEELAM,Indian National Congress,41673.0,1586.0,43259.0,3.33,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
4.0,DOKKA JAGAN MOHANA RAO,Bahujan Samaj Party,6774.0,83.0,6857.0,0.53,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
5.0,NALAMALA TIRUPATI RAO,Navataram Party,2888.0,76.0,2964.0,0.23,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
6.0,BUSSA. NAGARAJU,Independent,1311.0,7.0,1318.0,0.1,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
7.0,GADDE. VIJAYA LAKSHMI,Independent,1046.0,5.0,1051.0,0.08,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
8.0,KATTAPOGU. VIJAY KUMAR,Pyramid Party of India,893.0,4.0,897.0,0.07,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
9.0,KONDRU KIRAN KUMAR,Independent,791.0,6.0,797.0,0.06,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
10.0,KATTA ANAND BABU,Independent,704.0,25.0,729.0,0.06,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
11.0,MERUGUPALA SADASIVA RAO,India Praja Bandhu Party,669.0,4.0,673.0,0.05,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
12.0,KATTA HEMANAND,Independent,547.0,2.0,549.0,0.04,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
13.0,PARRE. KOTAIAH,Jaibhim Rao Bharat Party,408.0,4.0,412.0,0.03,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
14.0,PALADUG VIJENDRA RAO (BAHUJAN),Liberation Congress Party,294.0,12.0,306.0,0.02,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
15.0,CHINNAM MURALIDHAR,All Peoples Party,252.0,3.0,255.0,0.02,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
16.0,NOTA,None of the Above,13599.0,124.0,13723.0,1.06,Andhra Pradesh,Bapatla (SC) - 15,,,,,,,,,
1.0,DAGGUMALLA PRASADA RAO,Telugu Desam,765536.0,12535.0,778071.0,54.84,Andhra Pradesh,Chittoor(SC) - 25,220479.0,,,,,,,,
2.0,REDDEPPA.N .,Yuvajana Sramika Rythu Congress Party,552469.0,5123.0,557592.0,39.3,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
3.0,MOTUKUR JAGAPATHI,Indian National Congress,29431.0,719.0,30150.0,2.12,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
4.0,THOGURU VIJAYA KUMAR,Bahujan Samaj Party,13389.0,122.0,13511.0,0.95,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
5.0,YUGANDAR . KONDA,Independent,6889.0,84.0,6973.0,0.49,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
6.0,K.MUNI KRISHNA,Independent,3954.0,2.0,3956.0,0.28,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
7.0,P.JANAKI RAMA RAO ( BABU),National Maha Sabha Party,2822.0,11.0,2833.0,0.2,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
8.0,PETA.MOHAN .,Independent,2365.0,1.0,2366.0,0.17,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
9.0,C.SUDHAKAR,Independent,1934.0,1.0,1935.0,0.14,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
10.0,N.CHANDRABABU,Independent,1878.0,7.0,1885.0,0.13,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
11.0,MADASI SUDHARSHAN,Independent,1575.0,3.0,1578.0,0.11,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
12.0,D.MAHESH,Independent,1109.0,10.0,1119.0,0.08,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
13.0,P.MADHU,Independent,902.0,4.0,906.0,0.06,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
14.0,N.BHUPATHI,Independent,862.0,32.0,894.0,0.06,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
15.0,A. PURNA CHANDRA,Independent,856.0,1.0,857.0,0.06,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
16.0,PALLIPATTU.ABHINAV VISHNU,Samajwadi Party,670.0,6.0,676.0,0.05,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
17.0,N.GANGAIAH .,Independent,547.0,5.0,552.0,0.04,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
18.0,T NARESH,Independent,532.0,2.0,534.0,0.04,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
19.0,BANDAPALLI RAMESH,Independent,490.0,3.0,493.0,0.03,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
20.0,NOTA,None of the Above,11812.0,164.0,11976.0,0.84,Andhra Pradesh,Chittoor(SC) - 25,,,,,,,,,
1.0,PUTTA MAHESH KUMAR,Telugu Desam,737644.0,8707.0,746351.0,54.0,Andhra Pradesh,Eluru - 10,181857.0,,,,,,,,
2.0,KARUMURI SUNIL KUMAR,Yuvajana Sramika Rythu Congress Party,559318.0,5176.0,564494.0,40.84,Andhra Pradesh,Eluru - 10,,,,,,,,,
3.0,KAVURI LAVANYA,Indian National Congress,19820.0,1006.0,20826.0,1.51,Andhra Pradesh,Eluru - 10,,,,,,,,,
4.0,AJAY BABU BODA,Navarang Congress Party,12197.0,13.0,12210.0,0.88,Andhra Pradesh,Eluru - 10,,,,,,,,,
5.0,NITTA AKHILA DHARANI PAL,Bahujan Samaj Party,6664.0,68.0,6732.0,0.49,Andhra Pradesh,Eluru - 10,,,,,,,,,
6.0,BOKINALA KOTESWARA RAO,Independent,2253.0,10.0,2263.0,0.16,Andhra Pradesh,Eluru - 10,,,,,,,,,
7.0,RUDRAPAKA RATNA RAO (R.R.R),Andhra Rastra Praja Samithi,1523.0,3.0,1526.0,0.11,Andhra Pradesh,Eluru - 10,,,,,,,,,
8.0,KANDAVALLI JEEVA DEVA DAYAKAR,Independent,1172.0,8.0,1180.0,0.09,Andhra Pradesh,Eluru - 10,,,,,,,,,
9.0,AGASTEEN KOMMINA,Independent,1001.0,3.0,1004.0,0.07,Andhra Pradesh,Eluru - 10,,,,,,,,,
10.0,DR. MENDEM SANTHOSH KUMAR (PEDDA BABULU),Liberation Congress Party,777.0,9.0,786.0,0.06,Andhra Pradesh,Eluru - 10,,,,,,,,,
11.0,RAJESWARA RAO KONDRU,Bharatheeya Jawan Kisan Party,729.0,3.0,732.0,0.05,Andhra Pradesh,Eluru - 10,,,,,,,,,
12.0,GODUGUPATI VEERA RAGHAVULU,Pyramid Party of India,710.0,5.0,715.0,0.05,Andhra Pradesh,Eluru - 10,,,,,,,,,
13.0,BYRABOYINA MALYADRI,Bharatha Chaitanya Yuvajana Party,705.0,10.0,715.0,0.05,Andhra Pradesh,Eluru - 10,,,,,,,,,
14.0,NOTA,None of the Above,22371.0,144.0,22515.0,1.63,Andhra Pradesh,Eluru - 10,,,,,,,,,
1.0,DR CHANDRA SEKHAR PEMMASANI,Telugu Desam,851020.0,13928.0,864948.0,60.68,Andhra Pradesh,Guntur - 13,344695.0,,,,,,,,
2.0,KILARI VENKATA ROSAIAH,Yuvajana Sramika Rythu Congress Party,513563.0,6690.0,520253.0,36.5,Andhra Pradesh,Guntur - 13,,,,,,,,,
3.0,JANGALA AJAY KUMAR,Communist Party of India,8317.0,320.0,8637.0,0.61,Andhra Pradesh,Guntur - 13,,,,,,,,,
4.0,SIVAREDDY. ENDREDDY,Navataram Party,5628.0,1.0,5629.0,0.39,Andhra Pradesh,Guntur - 13,,,,,,,,,
5.0,TENALI PRAKASH,Bahujan Samaj Party,4172.0,100.0,4272.0,0.3,Andhra Pradesh,Guntur - 13,,,,,,,,,
6.0,SIKHAKOLLI HEMA GOWRI SHANKAR,Jatiya Jana Sena Party,1959.0,5.0,1964.0,0.14,Andhra Pradesh,Guntur - 13,,,,,,,,,
7.0,SAMUDRALA CHINNA KOTAIAH,Jaibhim Rao Bharat Party,1748.0,5.0,1753.0,0.12,Andhra Pradesh,Guntur - 13,,,,,,,,,
8.0,UMAR BHASHA SHAIK,Jana Sahayaka Sakthi,1273.0,2.0,1275.0,0.09,Andhra Pradesh,Guntur - 13,,,,,,,,,
9.0,SYED. SAIDA,Navarang Congress Party,1216.0,6.0,1222.0,0.09,Andhra Pradesh,Guntur - 13,,,,,,,,,
10.0,AMBATI CHALAMAIAH,Pyramid Party of India,1029.0,2.0,1031.0,0.07,Andhra Pradesh,Guntur - 13,,,,,,,,,
11.0,PILLI BABU RAO,Independent,688.0,4.0,692.0,0.05,Andhra Pradesh,Guntur - 13,,,,,,,,,
12.0,HARI VENKATA SATISH KURNALA,Jai Bharat National Party,540.0,2.0,542.0,0.04,Andhra Pradesh,Guntur - 13,,,,,,,,,
13.0,VISHNU REDDY LANKIREDDY,Bengaluru Nava Nirmana Party,461.0,0.0,461.0,0.03,Andhra Pradesh,Guntur - 13,,,,,,,,,
14.0,EMANI. CHANDRASEKHAR RAO,Navodayam Party,409.0,5.0,414.0,0.03,Andhra Pradesh,Guntur - 13,,,,,,,,,
15.0,SHAIK. KHAJAVALI,Independent,387.0,4.0,391.0,0.03,Andhra Pradesh,Guntur - 13,,,,,,,,,
16.0,CHALLAPALLI RATAN RAJU,Viduthalai Chiruthaigal Katchi,374.0,4.0,378.0,0.03,Andhra Pradesh,Guntur - 13,,,,,,,,,
17.0,KANNEBOYINA VAMSI KRISHNA YADAV,Independent,368.0,7.0,375.0,0.03,Andhra Pradesh,Guntur - 13,,,,,,,,,
18.0,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,Andhra Pradesh Rashtra Samithi,353.0,5.0,358.0,0.03,Andhra Pradesh,Guntur - 13,,,,,,,,,
19.0,GAYATRI AUDHIPUDI,Independent,350.0,7.0,357.0,0.03,Andhra Pradesh,Guntur - 13,,,,,,,,,
20.0,ASHOK ANAND GALI,Independent,335.0,0.0,335.0,0.02,Andhra Pradesh,Guntur - 13,,,,,,,,,
21.0,SHAIK ASLAM AKTHER,Independent,334.0,1.0,335.0,0.02,Andhra Pradesh,Guntur - 13,,,,,,,,,
22.0,PATHAN KHAJA (BASHA),Telugu Rajadhikara Samiti Party,328.0,4.0,332.0,0.02,Andhra Pradesh,Guntur - 13,,,,,,,,,
23.0,AMARTHALURI VENKATESWARA RAO.,Marxist Communist Party of India (United),308.0,4.0,312.0,0.02,Andhra Pradesh,Guntur - 13,,,,,,,,,
24.0,DR. RAYAPUDI RAJESH VIJAY KUMAR,Indian Labour Party (Ambedkar Phule),306.0,4.0,310.0,0.02,Andhra Pradesh,Guntur - 13,,,,,,,,,
25.0,BURAGA RATNAM,Loktantrik Janta Dal,304.0,12.0,316.0,0.02,Andhra Pradesh,Guntur - 13,,,,,,,,,
26.0,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,Independent,268.0,0.0,268.0,0.02,Andhra Pradesh,Guntur - 13,,,,,,,,,
27.0,SIVA PARVATHI,Independent,262.0,4.0,266.0,0.02,Andhra Pradesh,Guntur - 13,,,,,,,,,
28.0,BOMMASANI MUTYALA RAO,All Peoples Party,200.0,7.0,207.0,0.01,Andhra Pradesh,Guntur - 13,,,,,,,,,
29.0,SRIKRISHNA AKKISETTI,Independent,179.0,0.0,179.0,0.01,Andhra Pradesh,Guntur - 13,,,,,,,,,
30.0,MADAVARAPU NAGA RAJU,Independent,172.0,0.0,172.0,0.01,Andhra Pradesh,Guntur - 13,,,,,,,,,
31.0,NOTA,None of the Above,7210.0,177.0,7387.0,0.52,Andhra Pradesh,Guntur - 13,,,,,,,,,
1.0,B K PARTHASARATHI,Telugu Desam,713013.0,12521.0,725534.0,51.23,Andhra Pradesh,Hindupur - 20,132427.0,,,,,,,,
2.0,J SHANTHA,Yuvajana Sramika Rythu Congress Party,587406.0,5701.0,593107.0,41.88,Andhra Pradesh,Hindupur - 20,,,,,,,,,
3.0,B A SAMAD SHAHEEN,Indian National Congress,53989.0,1070.0,55059.0,3.89,Andhra Pradesh,Hindupur - 20,,,,,,,,,
4.0,BHAGYA R S,Bahujan Samaj Party,7949.0,66.0,8015.0,0.57,Andhra Pradesh,Hindupur - 20,,,,,,,,,
5.0,PRATHAP REDDY GORLA,Independent,5380.0,64.0,5444.0,0.38,Andhra Pradesh,Hindupur - 20,,,,,,,,,
6.0,H D HANUMANTHE GOWD,Independent,2270.0,8.0,2278.0,0.16,Andhra Pradesh,Hindupur - 20,,,,,,,,,
7.0,ANJINAPPA GARI SREENIVASULU,Revolutionary Socialist Party,2045.0,6.0,2051.0,0.14,Andhra Pradesh,Hindupur - 20,,,,,,,,,
8.0,S N SURESH,Independent,1611.0,20.0,1631.0,0.12,Andhra Pradesh,Hindupur - 20,,,,,,,,,
9.0,DASAGANIPALLI KULLAYAPPA,Independent,1317.0,11.0,1328.0,0.09,Andhra Pradesh,Hindupur - 20,,,,,,,,,
10.0,ASHOK,Socialist Unity Centre Of India (COMMUNIST),1282.0,10.0,1292.0,0.09,Andhra Pradesh,Hindupur - 20,,,,,,,,,
11.0,T SUDHAKAR REDDY,Independent,1227.0,10.0,1237.0,0.09,Andhra Pradesh,Hindupur - 20,,,,,,,,,
12.0,S RAGHUNATHA REDDY,Independent,693.0,17.0,710.0,0.05,Andhra Pradesh,Hindupur - 20,,,,,,,,,
13.0,BUDILI DHANUNJAYA,National Nava Kranthi Party,679.0,3.0,682.0,0.05,Andhra Pradesh,Hindupur - 20,,,,,,,,,
14.0,NOTA,None of the Above,17826.0,145.0,17971.0,1.27,Andhra Pradesh,Hindupur - 20,,,,,,,,,
1.0,Y. S. AVINASH REDDY,Yuvajana Sramika Rythu Congress Party,598406.0,6737.0,605143.0,45.78,Andhra Pradesh,Kadapa - 21,62695.0,,,,,,,,
2.0,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,Telugu Desam,532358.0,10090.0,542448.0,41.03,Andhra Pradesh,Kadapa - 21,,,,,,,,,
3.0,Y.S. SHARMILA REDDY,Indian National Congress,136395.0,4644.0,141039.0,10.67,Andhra Pradesh,Kadapa - 21,,,,,,,,,
4.0,PANDITI. GURAPPA.,Bahujan Samaj Party,3790.0,20.0,3810.0,0.29,Andhra Pradesh,Kadapa - 21,,,,,,,,,
5.0,VENU GOPAL RACHINENI,Rashtriya Praja Congress (Secular),3500.0,70.0,3570.0,0.27,Andhra Pradesh,Kadapa - 21,,,,,,,,,
6.0,CHINNAPUREDDY GOPALA KRISHNA REDDY,Independent,2414.0,16.0,2430.0,0.18,Andhra Pradesh,Kadapa - 21,,,,,,,,,
